Id,Predicted
283342,0.0
283343,1.0
283344,0.0
283345,0.0
283346,0.0
283347,1.0
283348,0.0
283349,0.0
283350,1.0
283351,0.0
283352,1.0
283353,0.0
283354,0.0
283355,0.0
283356,1.0
283357,0.0
283358,1.0
283359,1.0
283360,0.0
283361,1.0
283362,1.0
283363,1.0
283364,0.0
283365,1.0
283366,0.0
283367,1.0
283368,0.0
283369,0.0
283370,1.0
283371,0.0
283372,0.0
283373,0.0
283374,0.0
283375,0.0
283376,0.0
283377,0.0
283378,0.0
283379,1.0
283380,0.0
283381,0.0
283382,1.0
283383,0.0
283384,0.0
283385,1.0
283386,1.0
283387,0.0
283388,0.0
283389,0.0
283390,1.0
283391,0.0
283392,0.0
283393,0.0
283394,0.0
283395,1.0
283396,0.0
283397,0.0
283398,0.0
283399,1.0
283400,0.0
283401,0.0
283402,1.0
283403,0.0
283404,0.0
283405,0.0
283406,0.0
283407,0.0
283408,1.0
283409,0.0
283410,0.0
283411,0.0
283412,0.0
283413,0.0
283414,0.0
283415,0.0
283416,0.0
283417,1.0
283418,0.0
283419,0.0
283420,1.0
283421,1.0
283422,0.0
283423,1.0
283424,0.0
283425,0.0
283426,1.0
283427,1.0
283428,1.0
283429,0.0
283430,0.0
283431,1.0
283432,1.0
283433,0.0
283434,0.0
283435,1.0
283436,1.0
283437,0.0
283438,0.0
283439,1.0
283440,1.0
283441,0.0
283442,1.0
283443,0.0
283444,1.0
283445,1.0
283446,0.0
283447,0.0
283448,0.0
283449,0.0
283450,0.0
283451,0.0
283452,1.0
283453,0.0
283454,1.0
283455,0.0
283456,0.0
283457,0.0
283458,0.0
283459,0.0
283460,0.0
283461,0.0
283462,0.0
283463,1.0
283464,0.0
283465,1.0
283466,1.0
283467,0.0
283468,1.0
283469,0.0
283470,0.0
283471,1.0
283472,0.0
283473,1.0
283474,1.0
283475,1.0
283476,0.0
283477,1.0
283478,1.0
283479,0.0
283480,0.0
283481,1.0
283482,0.0
283483,1.0
283484,0.0
283485,0.0
283486,0.0
283487,1.0
283488,1.0
283489,1.0
283490,1.0
283491,1.0
283492,1.0
283493,1.0
283494,0.0
283495,1.0
283496,1.0
283497,0.0
283498,0.0
283499,1.0
283500,0.0
283501,1.0
283502,0.0
283503,1.0
283504,1.0
283505,0.0
283506,0.0
283507,1.0
283508,1.0
283509,1.0
283510,1.0
283511,1.0
283512,0.0
283513,1.0
283514,0.0
283515,1.0
283516,1.0
283517,0.0
283518,0.0
283519,1.0
283520,1.0
283521,0.0
283522,0.0
283523,0.0
283524,0.0
283525,0.0
283526,0.0
283527,0.0
283528,0.0
283529,1.0
283530,1.0
283531,0.0
283532,1.0
283533,0.0
283534,1.0
283535,0.0
283536,1.0
283537,0.0
283538,0.0
283539,0.0
283540,1.0
283541,0.0
283542,0.0
283543,1.0
283544,0.0
283545,1.0
283546,0.0
283547,0.0
283548,0.0
283549,0.0
283550,0.0
283551,0.0
283552,1.0
283553,0.0
283554,1.0
283555,1.0
283556,1.0
283557,1.0
283558,1.0
283559,0.0
283560,0.0
283561,1.0
283562,1.0
283563,0.0
283564,1.0
283565,1.0
283566,0.0
283567,1.0
283568,1.0
283569,0.0
283570,0.0
283571,0.0
283572,0.0
283573,0.0
283574,0.0
283575,0.0
283576,0.0
283577,0.0
283578,1.0
283579,1.0
283580,1.0
283581,0.0
283582,0.0
283583,1.0
283584,1.0
283585,1.0
283586,1.0
283587,0.0
283588,0.0
283589,0.0
283590,1.0
283591,0.0
283592,0.0
283593,1.0
283594,0.0
283595,0.0
283596,0.0
283597,0.0
283598,0.0
283599,0.0
283600,0.0
283601,1.0
283602,0.0
283603,1.0
283604,0.0
283605,1.0
283606,0.0
283607,1.0
283608,0.0
283609,1.0
283610,0.0
283611,0.0
283612,0.0
283613,0.0
283614,1.0
283615,1.0
283616,1.0
283617,0.0
283618,0.0
283619,0.0
283620,0.0
283621,0.0
283622,0.0
283623,0.0
283624,1.0
283625,0.0
283626,0.0
283627,0.0
283628,1.0
283629,0.0
283630,1.0
283631,0.0
283632,0.0
283633,1.0
283634,0.0
283635,1.0
283636,1.0
283637,0.0
283638,1.0
283639,0.0
283640,1.0
283641,1.0
283642,0.0
283643,1.0
283644,0.0
283645,0.0
283646,0.0
283647,0.0
283648,0.0
283649,0.0
283650,1.0
283651,0.0
283652,1.0
283653,0.0
283654,1.0
283655,1.0
283656,0.0
283657,0.0
283658,1.0
283659,0.0
283660,0.0
283661,0.0
283662,0.0
283663,0.0
283664,0.0
283665,0.0
283666,0.0
283667,0.0
283668,1.0
283669,0.0
283670,1.0
283671,1.0
283672,1.0
283673,0.0
283674,0.0
283675,0.0
283676,1.0
283677,0.0
283678,0.0
283679,0.0
283680,0.0
283681,1.0
283682,0.0
283683,1.0
283684,0.0
283685,1.0
283686,0.0
283687,1.0
283688,0.0
283689,0.0
283690,0.0
283691,0.0
283692,0.0
283693,0.0
283694,0.0
283695,1.0
283696,1.0
283697,0.0
283698,1.0
283699,0.0
283700,0.0
283701,1.0
283702,0.0
283703,0.0
283704,1.0
283705,0.0
283706,0.0
283707,0.0
283708,1.0
283709,0.0
283710,0.0
283711,1.0
283712,1.0
283713,0.0
283714,1.0
283715,0.0
283716,0.0
283717,0.0
283718,1.0
283719,0.0
283720,0.0
283721,0.0
283722,0.0
283723,1.0
283724,1.0
283725,0.0
283726,0.0
283727,0.0
283728,0.0
283729,0.0
283730,0.0
283731,0.0
283732,0.0
283733,0.0
283734,0.0
283735,1.0
283736,0.0
283737,1.0
283738,0.0
283739,0.0
283740,1.0
283741,0.0
283742,0.0
283743,1.0
283744,0.0
283745,1.0
283746,0.0
283747,1.0
283748,0.0
283749,1.0
283750,0.0
283751,0.0
283752,0.0
283753,0.0
283754,0.0
283755,0.0
283756,0.0
283757,0.0
283758,1.0
283759,1.0
283760,1.0
283761,0.0
283762,1.0
283763,0.0
283764,1.0
283765,1.0
283766,0.0
283767,1.0
283768,1.0
283769,0.0
283770,1.0
283771,0.0
283772,1.0
283773,0.0
283774,1.0
283775,0.0
283776,1.0
283777,0.0
283778,1.0
283779,0.0
283780,0.0
283781,1.0
283782,0.0
283783,1.0
283784,0.0
283785,0.0
283786,0.0
283787,1.0
283788,1.0
283789,1.0
283790,0.0
283791,0.0
283792,1.0
283793,0.0
283794,0.0
283795,0.0
283796,1.0
283797,0.0
283798,0.0
283799,1.0
283800,0.0
283801,0.0
283802,0.0
283803,0.0
283804,1.0
283805,0.0
283806,0.0
283807,1.0
283808,0.0
283809,0.0
283810,0.0
283811,0.0
283812,1.0
283813,1.0
283814,0.0
283815,1.0
283816,0.0
283817,1.0
283818,0.0
283819,0.0
283820,1.0
283821,0.0
283822,0.0
283823,1.0
283824,0.0
283825,1.0
283826,1.0
283827,0.0
283828,1.0
283829,0.0
283830,0.0
283831,1.0
283832,0.0
283833,0.0
283834,1.0
283835,0.0
283836,0.0
283837,0.0
283838,1.0
283839,1.0
283840,0.0
283841,0.0
283842,0.0
283843,0.0
283844,0.0
283845,0.0
283846,0.0
283847,0.0
283848,0.0
283849,0.0
283850,1.0
283851,1.0
283852,1.0
283853,1.0
283854,0.0
283855,1.0
283856,0.0
283857,1.0
283858,0.0
283859,0.0
283860,0.0
283861,1.0
283862,1.0
283863,1.0
283864,0.0
283865,0.0
283866,0.0
283867,1.0
283868,0.0
283869,1.0
283870,0.0
283871,0.0
283872,1.0
283873,1.0
283874,1.0
283875,0.0
283876,0.0
283877,0.0
283878,0.0
283879,0.0
283880,0.0
283881,0.0
283882,0.0
283883,1.0
283884,0.0
283885,0.0
283886,0.0
283887,1.0
283888,0.0
283889,0.0
283890,0.0
283891,1.0
283892,0.0
283893,0.0
283894,0.0
283895,1.0
283896,0.0
283897,1.0
283898,1.0
283899,0.0
283900,0.0
283901,0.0
283902,0.0
283903,0.0
283904,1.0
283905,1.0
283906,1.0
283907,0.0
283908,0.0
283909,0.0
283910,0.0
283911,0.0
283912,0.0
283913,1.0
283914,0.0
283915,0.0
283916,0.0
283917,0.0
283918,0.0
283919,0.0
283920,1.0
283921,1.0
283922,1.0
283923,0.0
283924,1.0
283925,0.0
283926,0.0
283927,0.0
283928,1.0
283929,0.0
283930,0.0
283931,1.0
283932,0.0
283933,0.0
283934,1.0
283935,1.0
283936,1.0
283937,1.0
283938,0.0
283939,1.0
283940,0.0
283941,0.0
283942,0.0
283943,1.0
283944,0.0
283945,0.0
283946,0.0
283947,0.0
283948,1.0
283949,1.0
283950,1.0
283951,0.0
283952,0.0
283953,1.0
283954,0.0
283955,1.0
283956,0.0
283957,0.0
283958,0.0
283959,0.0
283960,0.0
283961,1.0
283962,1.0
283963,1.0
283964,0.0
283965,0.0
283966,1.0
283967,0.0
283968,0.0
283969,0.0
283970,0.0
283971,1.0
283972,0.0
283973,0.0
283974,0.0
283975,1.0
283976,0.0
283977,1.0
283978,1.0
283979,0.0
283980,0.0
283981,1.0
283982,0.0
283983,0.0
283984,0.0
283985,0.0
283986,0.0
283987,0.0
283988,0.0
283989,0.0
283990,0.0
283991,0.0
283992,0.0
283993,1.0
283994,0.0
283995,1.0
283996,1.0
283997,0.0
283998,0.0
283999,0.0
284000,0.0
284001,1.0
284002,0.0
284003,1.0
284004,1.0
284005,0.0
284006,0.0
284007,0.0
284008,0.0
284009,0.0
284010,1.0
284011,1.0
284012,0.0
284013,1.0
284014,0.0
284015,1.0
284016,0.0
284017,1.0
284018,1.0
284019,0.0
284020,1.0
284021,0.0
284022,0.0
284023,0.0
284024,0.0
284025,0.0
284026,1.0
284027,1.0
284028,0.0
284029,1.0
284030,0.0
284031,0.0
284032,0.0
284033,1.0
284034,0.0
284035,0.0
284036,1.0
284037,0.0
284038,0.0
284039,0.0
284040,0.0
284041,0.0
284042,0.0
284043,0.0
284044,0.0
284045,1.0
284046,1.0
284047,1.0
284048,1.0
284049,0.0
284050,0.0
284051,0.0
284052,1.0
284053,1.0
284054,0.0
284055,1.0
284056,1.0
284057,0.0
284058,1.0
284059,0.0
284060,1.0
284061,0.0
284062,0.0
284063,0.0
284064,0.0
284065,0.0
284066,0.0
284067,1.0
284068,1.0
284069,0.0
284070,0.0
284071,1.0
284072,0.0
284073,1.0
284074,1.0
284075,0.0
284076,0.0
284077,0.0
284078,1.0
284079,0.0
284080,1.0
284081,1.0
284082,1.0
284083,0.0
284084,0.0
284085,0.0
284086,1.0
284087,0.0
284088,1.0
284089,0.0
284090,0.0
284091,0.0
284092,0.0
284093,1.0
284094,1.0
284095,1.0
284096,0.0
284097,1.0
284098,1.0
284099,0.0
284100,0.0
284101,0.0
284102,0.0
284103,0.0
284104,0.0
284105,0.0
284106,0.0
284107,0.0
284108,1.0
284109,1.0
284110,1.0
284111,0.0
284112,0.0
284113,0.0
284114,1.0
284115,1.0
284116,0.0
284117,0.0
284118,0.0
284119,0.0
284120,0.0
284121,1.0
284122,0.0
284123,1.0
284124,0.0
284125,1.0
284126,1.0
284127,0.0
284128,0.0
284129,0.0
284130,0.0
284131,0.0
284132,0.0
284133,0.0
284134,1.0
284135,1.0
284136,0.0
284137,0.0
284138,1.0
284139,1.0
284140,0.0
284141,0.0
284142,1.0
284143,0.0
284144,0.0
284145,1.0
284146,1.0
284147,0.0
284148,0.0
284149,0.0
284150,0.0
284151,0.0
284152,0.0
284153,0.0
284154,1.0
284155,1.0
284156,0.0
284157,0.0
284158,0.0
284159,1.0
284160,1.0
284161,1.0
284162,1.0
284163,0.0
284164,0.0
284165,0.0
284166,0.0
284167,1.0
284168,0.0
284169,1.0
284170,0.0
284171,1.0
284172,0.0
284173,1.0
284174,0.0
284175,0.0
284176,0.0
284177,0.0
284178,0.0
284179,1.0
284180,0.0
284181,1.0
284182,0.0
284183,0.0
284184,0.0
284185,0.0
284186,1.0
284187,0.0
284188,1.0
284189,0.0
284190,0.0
284191,1.0
284192,0.0
284193,0.0
284194,1.0
284195,1.0
284196,0.0
284197,0.0
284198,1.0
284199,0.0
284200,1.0
284201,0.0
284202,1.0
284203,1.0
284204,1.0
284205,0.0
284206,1.0
284207,0.0
284208,0.0
284209,0.0
284210,0.0
284211,1.0
284212,0.0
284213,0.0
284214,0.0
284215,0.0
284216,1.0
284217,1.0
284218,0.0
284219,0.0
284220,0.0
284221,1.0
284222,1.0
284223,1.0
284224,1.0
284225,1.0
284226,0.0
284227,0.0
284228,0.0
284229,0.0
284230,1.0
284231,0.0
284232,0.0
284233,0.0
284234,0.0
284235,0.0
284236,0.0
284237,0.0
284238,1.0
284239,0.0
284240,0.0
284241,0.0
284242,0.0
284243,0.0
284244,0.0
284245,0.0
284246,0.0
284247,0.0
284248,0.0
284249,0.0
284250,0.0
284251,0.0
284252,1.0
284253,0.0
284254,1.0
284255,0.0
284256,1.0
284257,0.0
284258,1.0
284259,0.0
284260,1.0
284261,0.0
284262,0.0
284263,0.0
284264,0.0
284265,1.0
284266,0.0
284267,0.0
284268,0.0
284269,0.0
284270,1.0
284271,1.0
284272,1.0
284273,1.0
284274,1.0
284275,0.0
284276,0.0
284277,0.0
284278,0.0
284279,0.0
284280,0.0
284281,1.0
284282,0.0
284283,1.0
284284,0.0
284285,0.0
284286,0.0
284287,1.0
284288,0.0
284289,1.0
284290,0.0
284291,0.0
284292,1.0
284293,0.0
284294,0.0
284295,0.0
284296,0.0
284297,0.0
284298,0.0
284299,0.0
284300,0.0
284301,1.0
284302,1.0
284303,0.0
284304,0.0
284305,0.0
284306,0.0
284307,0.0
284308,0.0
284309,0.0
284310,0.0
284311,0.0
284312,1.0
284313,0.0
284314,0.0
284315,0.0
284316,0.0
284317,0.0
284318,0.0
284319,1.0
284320,1.0
284321,0.0
284322,1.0
284323,0.0
284324,1.0
284325,1.0
284326,1.0
284327,0.0
284328,0.0
284329,0.0
284330,0.0
284331,0.0
284332,0.0
284333,1.0
284334,1.0
284335,0.0
284336,0.0
284337,0.0
284338,1.0
284339,0.0
284340,0.0
284341,0.0
284342,1.0
284343,0.0
284344,0.0
284345,1.0
284346,1.0
284347,1.0
284348,1.0
284349,0.0
284350,0.0
284351,0.0
284352,1.0
284353,0.0
284354,1.0
284355,0.0
284356,0.0
284357,0.0
284358,1.0
284359,0.0
284360,0.0
284361,0.0
284362,1.0
284363,0.0
284364,0.0
284365,1.0
284366,1.0
284367,1.0
284368,0.0
284369,1.0
284370,1.0
284371,0.0
284372,0.0
284373,1.0
284374,1.0
284375,0.0
284376,1.0
284377,0.0
284378,1.0
284379,0.0
284380,0.0
284381,0.0
284382,0.0
284383,0.0
284384,0.0
284385,0.0
284386,0.0
284387,0.0
284388,0.0
284389,0.0
284390,0.0
284391,0.0
284392,0.0
284393,0.0
284394,1.0
284395,0.0
284396,0.0
284397,0.0
284398,1.0
284399,1.0
284400,1.0
284401,0.0
284402,1.0
284403,0.0
284404,0.0
284405,1.0
284406,1.0
284407,1.0
284408,0.0
284409,0.0
284410,0.0
284411,0.0
284412,1.0
284413,1.0
284414,0.0
284415,1.0
284416,0.0
284417,0.0
284418,0.0
284419,0.0
284420,1.0
284421,0.0
284422,0.0
284423,1.0
284424,1.0
284425,0.0
284426,1.0
284427,0.0
284428,0.0
284429,0.0
284430,1.0
284431,0.0
284432,0.0
284433,1.0
284434,0.0
284435,0.0
284436,1.0
284437,0.0
284438,0.0
284439,1.0
284440,0.0
284441,0.0
284442,1.0
284443,1.0
284444,0.0
284445,0.0
284446,1.0
284447,1.0
284448,0.0
284449,1.0
284450,1.0
284451,1.0
284452,0.0
284453,0.0
284454,1.0
284455,0.0
284456,1.0
284457,0.0
284458,1.0
284459,1.0
284460,1.0
284461,0.0
284462,1.0
284463,0.0
284464,0.0
284465,1.0
284466,1.0
284467,1.0
284468,0.0
284469,0.0
284470,0.0
284471,0.0
284472,0.0
284473,1.0
284474,0.0
284475,1.0
284476,1.0
284477,1.0
284478,1.0
284479,0.0
284480,0.0
284481,1.0
284482,0.0
284483,0.0
284484,1.0
284485,0.0
284486,1.0
284487,0.0
284488,0.0
284489,1.0
284490,0.0
284491,1.0
284492,0.0
284493,0.0
284494,0.0
284495,1.0
284496,1.0
284497,0.0
284498,1.0
284499,0.0
284500,0.0
284501,0.0
284502,1.0
284503,1.0
284504,1.0
284505,1.0
284506,0.0
284507,0.0
284508,1.0
284509,0.0
284510,0.0
284511,1.0
284512,0.0
284513,0.0
284514,0.0
284515,0.0
284516,0.0
284517,0.0
284518,1.0
284519,0.0
284520,1.0
284521,0.0
284522,0.0
284523,0.0
284524,0.0
284525,0.0
284526,0.0
284527,0.0
284528,0.0
284529,1.0
284530,0.0
284531,1.0
284532,0.0
284533,1.0
284534,1.0
284535,0.0
284536,0.0
284537,1.0
284538,0.0
284539,1.0
284540,0.0
284541,1.0
284542,0.0
284543,0.0
284544,0.0
284545,1.0
284546,1.0
284547,0.0
284548,0.0
284549,0.0
284550,0.0
284551,0.0
284552,0.0
284553,0.0
284554,0.0
284555,0.0
284556,1.0
284557,0.0
284558,0.0
284559,0.0
284560,0.0
284561,0.0
284562,1.0
284563,0.0
284564,1.0
284565,0.0
284566,0.0
284567,0.0
284568,0.0
284569,0.0
284570,0.0
284571,0.0
284572,0.0
284573,0.0
284574,0.0
284575,0.0
284576,1.0
284577,0.0
284578,1.0
284579,1.0
284580,0.0
284581,0.0
284582,0.0
284583,0.0
284584,1.0
284585,0.0
284586,0.0
284587,0.0
284588,1.0
284589,0.0
284590,0.0
284591,0.0
284592,0.0
284593,1.0
284594,0.0
284595,0.0
284596,0.0
284597,0.0
284598,0.0
284599,0.0
284600,1.0
284601,0.0
284602,0.0
284603,1.0
284604,1.0
284605,0.0
284606,1.0
284607,0.0
284608,1.0
284609,0.0
284610,0.0
284611,0.0
284612,1.0
284613,1.0
284614,1.0
284615,1.0
284616,1.0
284617,0.0
284618,1.0
284619,0.0
284620,1.0
284621,0.0
284622,0.0
284623,0.0
284624,0.0
284625,0.0
284626,0.0
284627,1.0
284628,1.0
284629,0.0
284630,1.0
284631,1.0
284632,0.0
284633,0.0
284634,0.0
284635,0.0
284636,0.0
284637,0.0
284638,0.0
284639,0.0
284640,0.0
284641,0.0
284642,0.0
284643,0.0
284644,0.0
284645,0.0
284646,0.0
284647,1.0
284648,0.0
284649,1.0
284650,0.0
284651,1.0
284652,1.0
284653,0.0
284654,0.0
284655,0.0
284656,0.0
284657,0.0
284658,1.0
284659,0.0
284660,0.0
284661,0.0
284662,0.0
284663,0.0
284664,0.0
284665,0.0
284666,0.0
284667,0.0
284668,1.0
284669,1.0
284670,0.0
284671,0.0
284672,1.0
284673,0.0
284674,0.0
284675,0.0
284676,1.0
284677,0.0
284678,0.0
284679,0.0
284680,0.0
284681,1.0
284682,1.0
284683,0.0
284684,0.0
284685,0.0
284686,0.0
284687,1.0
284688,0.0
284689,0.0
284690,0.0
284691,1.0
284692,0.0
284693,1.0
284694,0.0
284695,0.0
284696,1.0
284697,0.0
284698,1.0
284699,1.0
284700,1.0
284701,0.0
284702,0.0
284703,1.0
284704,1.0
284705,0.0
284706,0.0
284707,1.0
284708,0.0
284709,0.0
284710,1.0
284711,1.0
284712,0.0
284713,1.0
284714,0.0
284715,0.0
284716,1.0
284717,0.0
284718,0.0
284719,0.0
284720,1.0
284721,0.0
284722,0.0
284723,0.0
284724,1.0
284725,0.0
284726,0.0
284727,0.0
284728,0.0
284729,0.0
284730,1.0
284731,0.0
284732,0.0
284733,0.0
284734,1.0
284735,1.0
284736,0.0
284737,1.0
284738,1.0
284739,1.0
284740,1.0
284741,0.0
284742,0.0
284743,0.0
284744,1.0
284745,0.0
284746,0.0
284747,0.0
284748,0.0
284749,0.0
284750,0.0
284751,0.0
284752,0.0
284753,0.0
284754,0.0
284755,0.0
284756,0.0
284757,0.0
284758,1.0
284759,1.0
284760,1.0
284761,1.0
284762,0.0
284763,0.0
284764,0.0
284765,1.0
284766,0.0
284767,0.0
284768,0.0
284769,1.0
284770,0.0
284771,0.0
284772,0.0
284773,1.0
284774,1.0
284775,0.0
284776,0.0
284777,0.0
284778,0.0
284779,1.0
284780,0.0
284781,0.0
284782,0.0
284783,1.0
284784,1.0
284785,0.0
284786,0.0
284787,0.0
284788,0.0
284789,0.0
284790,0.0
284791,1.0
284792,0.0
284793,0.0
284794,1.0
284795,0.0
284796,1.0
284797,0.0
284798,0.0
284799,1.0
284800,1.0
284801,0.0
284802,0.0
284803,0.0
284804,0.0
284805,1.0
284806,0.0
284807,0.0
284808,0.0
284809,1.0
284810,0.0
284811,1.0
284812,0.0
284813,0.0
284814,0.0
284815,0.0
284816,0.0
284817,1.0
284818,0.0
284819,0.0
284820,0.0
284821,0.0
284822,0.0
284823,1.0
284824,1.0
284825,0.0
284826,0.0
284827,0.0
284828,1.0
284829,0.0
284830,1.0
284831,0.0
284832,0.0
284833,0.0
284834,0.0
284835,1.0
284836,1.0
284837,0.0
284838,0.0
284839,0.0
284840,0.0
284841,0.0
284842,1.0
284843,1.0
284844,1.0
284845,0.0
284846,1.0
284847,0.0
284848,1.0
284849,0.0
284850,0.0
284851,0.0
284852,1.0
284853,1.0
284854,0.0
284855,1.0
284856,0.0
284857,0.0
284858,1.0
284859,1.0
284860,1.0
284861,1.0
284862,1.0
284863,0.0
284864,1.0
284865,0.0
284866,1.0
284867,0.0
284868,1.0
284869,0.0
284870,1.0
284871,0.0
284872,0.0
284873,0.0
284874,1.0
284875,1.0
284876,1.0
284877,1.0
284878,0.0
284879,1.0
284880,1.0
284881,1.0
284882,0.0
284883,0.0
284884,1.0
284885,0.0
284886,1.0
284887,0.0
284888,0.0
284889,1.0
284890,1.0
284891,0.0
284892,0.0
284893,0.0
284894,0.0
284895,0.0
284896,0.0
284897,1.0
284898,1.0
284899,1.0
284900,0.0
284901,0.0
284902,1.0
284903,0.0
284904,0.0
284905,1.0
284906,1.0
284907,1.0
284908,1.0
284909,0.0
284910,1.0
284911,0.0
284912,1.0
284913,0.0
284914,0.0
284915,0.0
284916,0.0
284917,0.0
284918,1.0
284919,1.0
284920,0.0
284921,0.0
284922,0.0
284923,1.0
284924,0.0
284925,0.0
284926,0.0
284927,0.0
284928,0.0
284929,1.0
284930,0.0
284931,0.0
284932,0.0
284933,1.0
284934,0.0
284935,0.0
284936,0.0
284937,1.0
284938,0.0
284939,1.0
284940,1.0
284941,1.0
284942,1.0
284943,1.0
284944,1.0
284945,1.0
284946,1.0
284947,1.0
284948,0.0
284949,1.0
284950,1.0
284951,0.0
284952,0.0
284953,1.0
284954,0.0
284955,1.0
284956,0.0
284957,0.0
284958,0.0
284959,1.0
284960,0.0
284961,0.0
284962,0.0
284963,0.0
284964,1.0
284965,0.0
284966,0.0
284967,0.0
284968,0.0
284969,1.0
284970,0.0
284971,0.0
284972,1.0
284973,0.0
284974,0.0
284975,0.0
284976,1.0
284977,1.0
284978,0.0
284979,1.0
284980,0.0
284981,1.0
284982,1.0
284983,0.0
284984,1.0
284985,0.0
284986,0.0
284987,0.0
284988,0.0
284989,0.0
284990,1.0
284991,0.0
284992,0.0
284993,0.0
284994,0.0
284995,0.0
284996,1.0
284997,1.0
284998,1.0
284999,1.0
